Name,mechanism,model,x_eps,forward_correction,dataset,y_steps,y_eps,x_steps,feature,test/acc_mean,test/acc_ci
0c387ebc-5646-11ec-ba72-b02628ea5944,mbm,sage,0.01,True,cora,0,inf,2,raw,67.87296898079764,1.3888478581979342
0c3afc46-5646-11ec-a288-b02628eae770,mbm,sage,0.01,True,cora,4,2.0,4,raw,66.1890694239291,1.9503323485967528
1374ff98-5646-11ec-b0db-b02628ea5944,mbm,sage,0.01,True,cora,2,2.0,4,raw,60.369276218611525,3.376661742983746
137af998-5646-11ec-8931-b02628e94326,mbm,sage,0.01,True,cora,8,2.0,2,raw,63.4711964549483,1.3958641063515564
137b07bc-5646-11ec-ada7-b02628ead4aa,mbm,sage,0.01,True,cora,4,inf,16,raw,68.83308714918759,1.2040251107828723
1bd38f4c-5646-11ec-b49d-b02628ead4aa,mbm,sage,0.01,True,cora,0,2.0,8,raw,43.899556868537665,7.43002215657312
1bd902ce-5646-11ec-9ce5-b02628e94326,mbm,sage,0.01,True,cora,0,1.0,0,raw,20.280649926144754,3.346750369276217
1cf41572-5646-11ec-ad84-b02628eae770,mbm,sage,0.01,True,cora,16,1.0,2,raw,52.762186115214185,2.1794682422452
1d3e595c-5646-11ec-8669-b02628eac520,mbm,sage,0.01,True,cora,8,inf,16,raw,70.9453471196455,1.0192023633677962
1d3e67da-5646-11ec-b827-b02628eac520,mbm,sage,0.01,True,cora,0,0.5,16,raw,23.293943870014772,4.977843426883309
1d4084ca-5646-11ec-831a-b02628c5fc10,mbm,sage,0.01,True,cora,8,inf,8,raw,68.87740029542098,1.6988552437222992
1d408b96-5646-11ec-92f8-b02628c5fc10,mbm,sage,0.01,True,cora,0,2.0,0,raw,34.26883308714919,2.821639586410635
1d40ca34-5646-11ec-9c6a-b02628ea8f8c,mbm,sage,0.01,True,cora,0,3.0,8,raw,52.836041358936484,4.032680945347121
1d40cc96-5646-11ec-9aa9-b02628ea8f8c,mbm,sage,0.01,True,cora,4,0.5,16,raw,39.881831610044316,4.512740029542098
46ccd9e8-5645-11ec-9828-b02628eac520,mbm,sage,0.01,True,cora,8,3.0,16,raw,69.43870014771048,1.6988552437222992
46ce2ad2-5645-11ec-aaf8-b02628eac520,mbm,sage,0.01,True,cora,2,1.0,4,raw,45.52437223042836,2.459379615952731
46ce2e1a-5645-11ec-bcc5-b02628eae770,mbm,sage,0.01,True,cora,2,1.0,2,raw,46.83899556868538,3.117429837518465
46ce5c00-5645-11ec-b884-b02628eae770,mbm,sage,0.01,True,cora,16,2.0,2,raw,58.02067946824225,2.503877400295419
46ce6eca-5645-11ec-8275-b02628ea8f8c,mbm,sage,0.01,True,cora,8,inf,4,raw,64.4903988183161,1.2337518463810895
46ce836a-5645-11ec-a367-b02628ea8f8c,mbm,sage,0.01,True,cora,0,1.0,4,raw,31.772525849335306,4.144387001477098
46ce869e-5645-11ec-bd4c-b02628ea5944,mbm,sage,0.01,True,cora,4,3.0,16,raw,66.45494830132938,3.6495568685376796
46ce86a8-5645-11ec-ab48-b02628ea5944,mbm,sage,0.01,True,cora,2,2.0,16,raw,61.77252584933531,2.2686484490398726
46ceabba-5645-11ec-8718-b02628ead4aa,mbm,sage,0.01,True,cora,2,0.5,2,raw,31.639586410635154,3.413774002954213
46ceb268-5645-11ec-b6b6-b02628e94326,mbm,sage,0.01,True,cora,8,2.0,8,raw,66.55834564254062,3.8489660265878847
46ceb268-5645-11ec-b9bf-b02628e94326,mbm,sage,0.01,True,cora,16,3.0,16,raw,62.880354505169876,3.382939438700145
46cebfc4-5645-11ec-9bd6-b02628c5fc10,mbm,sage,0.01,True,cora,16,0.5,2,raw,40.59084194977844,5.111336779911369
46cebfc4-5645-11ec-9eb3-b02628c5fc10,mbm,sage,0.01,True,cora,16,0.5,16,raw,46.49926144756277,3.0214180206794623
46cec168-5645-11ec-ab93-b02628ead4aa,mbm,sage,0.01,True,cora,8,1.0,2,raw,56.30723781388478,3.3024372230428334
636307b6-5646-11ec-b405-b02628eac520,mbm,sage,0.01,True,cora,2,2.0,2,raw,57.592319054652876,2.747784342688327
6363888a-5646-11ec-956c-b02628ead4aa,mbm,sage,0.01,True,cora,0,2.0,2,raw,38.83308714918759,3.8999261447562787
63638c9a-5646-11ec-8b50-b02628ead4aa,mbm,sage,0.01,True,cora,4,0.5,2,raw,37.237813884785815,3.353951255539144
6363cf5c-5646-11ec-837c-b02628e94326,mbm,sage,0.01,True,cora,4,2.0,16,raw,65.58345642540621,3.9455317577547966
63640882-5646-11ec-90cf-b02628e94326,mbm,sage,0.01,True,cora,2,0.5,0,raw,23.338257016248154,2.8515509601181677
636412a0-5646-11ec-a078-b02628eac520,mbm,sage,0.01,True,cora,16,1.0,4,raw,55.67208271787297,3.7603397341211213
6364478e-5646-11ec-83ce-b02628ea8f8c,mbm,sage,0.01,True,cora,8,0.5,16,raw,45.55391432791728,2.881277695716392
63649d1a-5646-11ec-9e56-b02628ea8f8c,mbm,sage,0.01,True,cora,0,3.0,0,raw,40.339734121122596,1.949963072378143
6364c100-5646-11ec-b3e1-b02628ea5944,mbm,sage,0.01,True,cora,8,3.0,4,raw,67.97636632200887,1.9571639586410683
6364c3d0-5646-11ec-a896-b02628ea5944,mbm,sage,0.01,True,cora,16,2.0,0,raw,46.08567208271787,2.0389586410635197
689e5b3c-5645-11ec-9a07-b02628ea5944,mbm,sage,0.01,True,cora,16,0.5,4,raw,43.10192023633678,5.473596750369275
689e6cbc-5645-11ec-b65a-b02628ea5944,mbm,sage,0.01,True,cora,4,2.0,8,raw,65.59822747415066,3.547082717872957
689e9a16-5645-11ec-8161-b02628c5fc10,mbm,sage,0.01,True,cora,4,inf,2,raw,63.27917282127031,2.097858197932055
689eaba0-5645-11ec-9d8a-b02628e94326,mbm,sage,0.01,True,cora,2,3.0,8,raw,63.66322008862629,3.7976366322008808
689eaba0-5645-11ec-a745-b02628e94326,mbm,sage,0.01,True,cora,8,2.0,4,raw,67.72525849335304,2.0014771048744393
689ed9e0-5645-11ec-9650-b02628c5fc10,mbm,sage,0.01,True,cora,2,3.0,2,raw,64.12112259970459,2.895864106351553
68a62e3e-5645-11ec-9a14-b02628eac520,mbm,sage,0.01,True,cora,0,3.0,4,raw,49.276218611521415,3.251292466765136
68a6326c-5645-11ec-af3f-b02628eac520,mbm,sage,0.01,True,cora,2,3.0,0,raw,49.881831610044316,1.4327917282127025
68af2dc2-5645-11ec-8c03-b02628eae770,mbm,sage,0.01,True,cora,4,inf,8,raw,68.77400295420975,1.0936115214180262
68af366e-5645-11ec-a777-b02628eae770,mbm,sage,0.01,True,cora,4,1.0,8,raw,56.33677991137371,4.704948301329395
68b2afe2-5645-11ec-9746-b02628ea8f8c,mbm,sage,0.01,True,cora,2,1.0,8,raw,50.51698670605613,3.5989660265878882
68b2bfdc-5645-11ec-860d-b02628ea8f8c,mbm,sage,0.01,True,cora,8,0.5,4,raw,41.37370753323486,4.05576070901034
68bd448e-5645-11ec-9656-b02628ead4aa,mbm,sage,0.01,True,cora,0,1.0,16,raw,31.595273264401772,3.227658788774006
68bd4dc6-5645-11ec-8c43-b02628ead4aa,mbm,sage,0.01,True,cora,4,0.5,4,raw,39.143279172821266,4.727104874446081
81fd28e2-5645-11ec-893c-b02628eac520,mbm,sage,0.01,True,cora,0,0.5,4,raw,22.127031019202366,3.862813884785819
821d7f5c-5645-11ec-9658-b02628ead4aa,mbm,sage,0.01,True,cora,0,0.5,0,raw,19.52732644017725,3.294313146233378
8c242d5c-5645-11ec-9724-b02628ead4aa,mbm,sage,0.01,True,cora,4,inf,4,raw,65.9675036927622,1.4110044313146233
8d9e0216-5645-11ec-9fd9-b02628eac520,mbm,sage,0.01,True,cora,16,0.5,8,raw,45.184638109305766,3.900110782865582
8df3a6a8-5645-11ec-953b-b02628c5fc10,mbm,sage,0.01,True,cora,2,3.0,4,raw,66.410635155096,2.0688700147710506
8df3a6a8-5645-11ec-b75f-b02628c5fc10,mbm,sage,0.01,True,cora,4,1.0,0,raw,43.16100443131462,2.1344165435745914
8df3f70c-5645-11ec-a580-b02628ea5944,mbm,sage,0.01,True,cora,2,inf,4,raw,65.90841949778435,1.6174298375184577
8df427fe-5645-11ec-ad11-b02628ea5944,mbm,sage,0.01,True,cora,16,inf,16,raw,66.32200886262925,0.6798375184638132
8df842f8-5645-11ec-be01-b02628e94326,mbm,sage,0.01,True,cora,8,1.0,8,raw,61.29985228951256,4.366137370753329
8df85d9c-5645-11ec-a9f2-b02628e94326,mbm,sage,0.01,True,cora,8,0.5,2,raw,40.64992614475628,2.6442023633678
8e1f0690-5645-11ec-820a-b02628eae770,mbm,sage,0.01,True,cora,4,3.0,2,raw,64.66765140324964,2.2972673559822816
8e1f0690-5645-11ec-8fd0-b02628eae770,mbm,sage,0.01,True,cora,0,inf,0,raw,54.25406203840473,2.223781388478585
8e28b6c2-5645-11ec-9b48-b02628ea8f8c,mbm,sage,0.01,True,cora,8,3.0,8,raw,68.10930576070902,2.119830132939427
8e28b6c2-5645-11ec-a0b8-b02628ea8f8c,mbm,sage,0.01,True,cora,4,inf,0,raw,47.976366322008865,1.7429837518463778
953cf9d2-5645-11ec-8e33-7079909d9e64,mbm,sage,0.01,True,cora,4,3.0,0,raw,53.24963072378139,2.2527695716395897
a0e128c6-5645-11ec-9001-b02628eac520,mbm,sage,0.01,True,cora,0,2.0,16,raw,45.68685376661743,5.170420974889215
a0e23eb4-5645-11ec-bfcd-b02628ead4aa,mbm,sage,0.01,True,cora,16,inf,4,raw,61.28508124076809,2.4819054652880403
b28e8438-5645-11ec-840f-b02628ead4aa,mbm,sage,0.01,True,cora,2,1.0,16,raw,50.206794682422455,3.50092319054653
b2e99fa8-5645-11ec-9837-b02628eac520,mbm,sage,0.01,True,cora,0,inf,4,raw,69.80797636632201,2.038958641063516
b2ea5934-5645-11ec-801e-b02628ea5944,mbm,sage,0.01,True,cora,0,inf,8,raw,69.85228951255539,3.102843426883304
b2ea5934-5645-11ec-b025-b02628ea5944,mbm,sage,0.01,True,cora,16,3.0,4,raw,64.26883308714919,1.8836779911373718
b2fd0d72-5645-11ec-91c2-b02628c5fc10,mbm,sage,0.01,True,cora,16,0.5,0,raw,33.53028064992615,3.3319793205317545
b2fd0d72-5645-11ec-aac7-b02628c5fc10,mbm,sage,0.01,True,cora,0,3.0,16,raw,52.1122599704579,4.202548005908422
b30ffc02-5645-11ec-b343-b02628e94326,mbm,sage,0.01,True,cora,8,inf,0,raw,46.794682422452,1.6473412112259957
b3101c82-5645-11ec-9b2c-b02628e94326,mbm,sage,0.01,True,cora,2,3.0,16,raw,63.60413589364845,2.652326440177248
b349be42-5645-11ec-b236-b02628eae770,mbm,sage,0.01,True,cora,8,inf,2,raw,60.531757754800594,2.7998522895125646
b349d710-5645-11ec-9926-b02628eae770,mbm,sage,0.01,True,cora,8,1.0,0,raw,45.73116691285081,1.1742983751846374
b34c9e00-5645-11ec-a3a3-b02628ea8f8c,mbm,sage,0.01,True,cora,16,2.0,4,raw,60.78286558345643,2.9398079763663247
b34d050c-5645-11ec-a0f1-b02628ea8f8c,mbm,sage,0.01,True,cora,8,0.5,0,raw,33.45642540620384,2.9621491875923205
b6844920-5644-11ec-a88d-b02628eac520,mbm,sage,0.01,True,cora,4,0.5,8,raw,36.55834564254062,4.143833087149186
b6844920-5644-11ec-b887-b02628eac520,mbm,sage,0.01,True,cora,16,inf,0,raw,44.608567208271786,1.699593796159526
b68496be-5644-11ec-aaff-b02628c5fc10,mbm,sage,0.01,True,cora,16,2.0,16,raw,61.16691285081241,3.4122968980797594
b684baea-5644-11ec-a061-b02628ea8f8c,mbm,sage,0.01,True,cora,8,2.0,0,raw,49.9261447562777,1.4996307237813902
b684cd1e-5644-11ec-a1e9-b02628ea8f8c,mbm,sage,0.01,True,cora,2,inf,0,raw,46.57311669128508,1.750738552437216
b684e6e6-5644-11ec-afb4-b02628c5fc10,mbm,sage,0.01,True,cora,0,3.0,2,raw,48.685376661742986,2.437961595273265
