Name,mechanism,model,x_eps,forward_correction,dataset,y_steps,y_eps,x_steps,feature,test/acc_mean,test/acc_ci
413cf5e0-5671-11ec-9e0b-70b5e8d12002,mbm,sage,0.01,True,cora,16,1.0,16,raw,33.48596750369276,5.193131462333827
413cf5e0-5671-11ec-a1eb-70b5e8d12002,mbm,sage,0.01,True,cora,2,inf,8,raw,44.16543574593796,2.740583456425405
41893a72-5671-11ec-9f46-b8cb29b0ac04,mbm,sage,0.01,True,cora,8,0.5,4,raw,36.46971935007385,2.6447562776957128
4189c3de-5671-11ec-b696-b8cb29a9b533,mbm,sage,0.01,True,cora,2,0.5,2,raw,26.05612998522895,1.706425406203838
418ab87a-5671-11ec-baa9-b8cb29b0ac04,mbm,sage,0.01,True,cora,16,0.5,4,raw,35.02215657311669,2.688330871491871
418ab8de-5671-11ec-9070-b8cb29b0ac04,mbm,sage,0.01,True,cora,2,1.0,8,raw,39.49778434268833,1.4327917282127025
418b1478-5671-11ec-b621-b8cb29a9b533,mbm,sage,0.01,True,cora,8,2.0,8,raw,41.669128508124075,2.4819054652880297
418b14f0-5671-11ec-b934-b8cb29a9b533,mbm,sage,0.01,True,cora,16,3.0,16,raw,35.450516986706056,2.01680206794682
418c02c0-5671-11ec-8f9c-b8cb29b06e77,mbm,sage,0.01,True,cora,4,1.0,8,raw,40.45790251107829,2.209010339734121
418c0658-5671-11ec-ba12-b8cb29b06e77,mbm,sage,0.01,True,cora,4,0.5,4,raw,33.53028064992615,1.8395494830132897
418c06d0-5671-11ec-a2b8-b8cb29b06e77,mbm,sage,0.01,True,cora,4,inf,8,raw,45.805022156573116,2.5853028064992642
418fb190-5671-11ec-97e0-b8cb29b074c1,mbm,sage,0.01,True,cora,4,1.0,2,raw,38.62629246676514,1.898633677991139
418fb190-5671-11ec-9f11-b8cb29b074c1,mbm,sage,0.01,True,cora,16,2.0,16,raw,35.2437223042836,3.0138478581979307
418fe7be-5671-11ec-abcb-b8cb29b06d20,mbm,sage,0.01,True,cora,2,inf,2,raw,39.02511078286558,1.49944608567208
418fe85e-5671-11ec-abb5-b8cb29b06d20,mbm,sage,0.01,True,cora,4,3.0,8,raw,40.29542097488922,1.7435376661743014
419002da-5671-11ec-a37f-b8cb29b06d20,mbm,sage,0.01,True,cora,2,1.0,0,raw,33.973412112259965,2.216211225997043
41900dd4-5671-11ec-abf5-b8cb29b10ab2,mbm,sage,0.01,True,cora,2,1.0,2,raw,33.796159527326445,1.3443500738552423
41903502-5671-11ec-a7e7-b8cb29b0ae9d,mbm,sage,0.01,True,cora,16,0.5,16,raw,35.48005908419498,3.958825701624809
41903516-5671-11ec-aa75-b8cb29b0ae9d,mbm,sage,0.01,True,cora,16,0.5,2,raw,32.61447562776957,4.262740029542096
4190352a-5671-11ec-b43e-b8cb29b0ae9d,mbm,sage,0.01,True,cora,8,3.0,16,raw,37.84342688330871,2.658973412112264
4190353e-5671-11ec-9765-b8cb29b10ab2,mbm,sage,0.01,True,cora,16,2.0,2,raw,35.45051698670606,1.6766986706056137
41903d40-5671-11ec-ad0b-b8cb29b10ab2,mbm,sage,0.01,True,cora,8,1.0,2,raw,37.28212703101921,2.2090103397341245
4190ba36-5671-11ec-937a-b8cb29a9b962,mbm,sage,0.01,True,cora,8,inf,4,raw,40.08862629246677,2.186853766617432
4190ba36-5671-11ec-a070-b8cb29a9b962,mbm,sage,0.01,True,cora,2,2.0,16,raw,38.55243722304284,3.080132939438702
4190ba40-5671-11ec-ace6-b8cb29a9b962,mbm,sage,0.01,True,cora,0,1.0,4,raw,21.344165435745936,4.735228951255536
4190f21c-5671-11ec-8226-b8cb29a9b7b7,mbm,sage,0.01,True,cora,4,3.0,16,raw,38.22747415066469,3.545420974889211
4190f21c-5671-11ec-a850-b8cb29a9b7b7,mbm,sage,0.01,True,cora,0,3.0,2,raw,37.976366322008865,2.8288404726735656
4190f262-5671-11ec-a845-b8cb29a9b7b7,mbm,sage,0.01,True,cora,2,1.0,4,raw,37.44460856720828,2.326809453471192
41938996-5671-11ec-9bbc-b8cb29b10a7a,mbm,sage,0.01,True,cora,2,3.0,2,raw,40.014771048744464,2.0976735598227485
41938996-5671-11ec-ae4a-b8cb29b10a7a,mbm,sage,0.01,True,cora,4,inf,2,raw,40.47267355982275,1.1080132939438734
41938edc-5671-11ec-b559-b8cb29b10a7a,mbm,sage,0.01,True,cora,0,0.5,4,raw,18.064992614475628,4.882939438700145
4195000a-5671-11ec-865b-b8cb29b10ab9,mbm,sage,0.01,True,cora,0,3.0,4,raw,36.779911373707534,3.3770310192023594
4195000a-5671-11ec-86fa-b8cb29b10ab9,mbm,sage,0.01,True,cora,2,3.0,0,raw,38.07976366322009,1.19645494830133
4195005a-5671-11ec-b5ab-b8cb29b10ab9,mbm,sage,0.01,True,cora,4,2.0,8,raw,41.31462333825702,3.62684638109306
41a3815c-5671-11ec-9014-b8cb29afe656,mbm,sage,0.01,True,cora,4,1.0,16,raw,38.55243722304284,1.3002215657311673
41ab51f2-5671-11ec-8b52-b8cb29b0acd6,mbm,sage,0.01,True,cora,0,0.5,0,raw,17.341211225997046,2.4451624815361894
41ab51f2-5671-11ec-b58a-b8cb29b0acd6,mbm,sage,0.01,True,cora,16,0.5,8,raw,33.16100443131462,4.594350073855246
41ab5242-5671-11ec-9a26-b8cb29b0acd6,mbm,sage,0.01,True,cora,4,inf,4,raw,43.42688330871492,1.3293943870014786
41aceda0-5671-11ec-8600-b8cb29adad90,mbm,sage,0.01,True,cora,0,inf,0,raw,51.9645494830133,1.6251846381093067
41aceda0-5671-11ec-a0a1-b8cb29adad90,mbm,sage,0.01,True,cora,4,3.0,2,raw,38.41949778434269,2.7330132939438734
