Name,model,forward_correction,y_steps,x_eps,feature,mechanism,dataset,y_eps,x_steps,test/acc_mean,test/acc_ci
32f34b4c-56df-11ec-b96c-b02628eae770,sage,True,2,0.01,raw,mbm,lastfm,2.0,16,68.15923207227556,4.958427442123099
45caef32-56de-11ec-8c59-7079909e1a29,sage,True,2,0.01,raw,mbm,lastfm,0.5,16,48.701298701298704,6.919748729531332
5bf7e40a-56d8-11ec-8ce1-b02628e94326,sage,True,2,0.01,raw,mbm,lastfm,2.0,2,73.0265386787126,3.204898362507059
6df89a2c-56fc-11ec-ade6-b02628e94326,sage,True,2,0.01,raw,mbm,lastfm,1.0,16,60.82439299830604,5.415372670807454
78ea5214-56dd-11ec-9ff4-b02628c5fc10,sage,True,2,0.01,raw,mbm,lastfm,inf,16,67.66233766233766,3.3598249576510497
78ed5b26-56dd-11ec-bea4-b02628e94326,sage,True,2,0.01,raw,mbm,lastfm,0.5,4,51.383399209486164,4.650197628458496
78ed7692-56dd-11ec-b8a3-b02628ea8f8c,sage,True,2,0.01,raw,mbm,lastfm,3.0,2,76.815358554489,2.4599802371541486
8b5800ae-570a-11ec-a72f-b02628ea8f8c,sage,True,2,0.01,raw,mbm,lastfm,inf,8,70.7340485601355,2.033032185206096
8ca172b0-570a-11ec-a97b-b02628ea5944,sage,True,2,0.01,raw,mbm,lastfm,3.0,8,74.08808582721626,4.873447204968947
9684fafe-56e2-11ec-824f-b02628eac520,sage,True,2,0.01,raw,mbm,lastfm,2.0,4,73.86222473178995,4.961250705815928
996f015c-56dc-11ec-9541-b02628eac520,sage,True,2,0.01,raw,mbm,lastfm,2.0,0,65.742518351214,2.4453698475437555
c116a8ea-56d7-11ec-a454-b02628eae770,sage,True,2,0.01,raw,mbm,lastfm,1.0,0,57.95031055900621,3.535079051383402
c1180bb8-56d7-11ec-b1a5-b02628ea5944,sage,True,2,0.01,raw,mbm,lastfm,0.5,0,38.085827216262,4.229743083003953
e794eeb0-56db-11ec-9433-b02628eae770,sage,True,2,0.01,raw,mbm,lastfm,0.5,8,51.773009599096554,5.155350084697908
e891a7d4-570a-11ec-890c-b02628e94326,sage,True,2,0.01,raw,mbm,lastfm,inf,4,70.97120271033315,2.199745906267637
f0240d52-570a-11ec-9c7b-b02628ead4aa,sage,True,2,0.01,raw,mbm,lastfm,1.0,4,67.41953698475439,4.001411631846413
f07d8a38-56da-11ec-bf2a-b02628eae770,sage,True,2,0.01,raw,mbm,lastfm,3.0,16,70.71710897797854,5.176877470355734
f086204e-56da-11ec-a703-b02628ea5944,sage,True,2,0.01,raw,mbm,lastfm,0.5,2,43.896103896103895,6.209203839638622
f3d4e296-570a-11ec-bdf8-b02628ea5944,sage,True,2,0.01,raw,mbm,lastfm,3.0,4,74.77696216826652,3.1316346696781423
1de74aa4-5708-11ec-9499-7079909e1a33,sage,True,4,0.01,raw,mbm,lastfm,3.0,16,72.90796160361377,4.213085827216268
4506c04e-56de-11ec-a822-b02628e94326,sage,True,4,0.01,raw,mbm,lastfm,inf,2,67.78091473743648,2.256775832862793
450832bc-56de-11ec-8c58-b02628eac520,sage,True,4,0.01,raw,mbm,lastfm,1.0,2,72.76115189158668,2.426101072840197
450bcd96-56de-11ec-a61e-b02628c5fc10,sage,True,4,0.01,raw,mbm,lastfm,inf,16,68.1253529079616,2.821146245059296
46a070c6-56d9-11ec-94e1-b02628eae770,sage,True,4,0.01,raw,mbm,lastfm,1.0,0,64.38735177865613,2.8102060982495765
65e423a6-570b-11ec-b769-b02628eae770,sage,True,4,0.01,raw,mbm,lastfm,3.0,2,75.69734613212874,2.5990965556182957
65f34e58-570b-11ec-a669-b02628ea5944,sage,True,4,0.01,raw,mbm,lastfm,0.5,8,61.97063805759458,7.095426312817612
6df97ec4-56fc-11ec-a895-b02628c5fc10,sage,True,4,0.01,raw,mbm,lastfm,1.0,16,67.54376058723885,3.7106154714850277
78e9d92e-56dd-11ec-b47d-b02628eac520,sage,True,4,0.01,raw,mbm,lastfm,3.0,4,74.44946357989836,4.626058723884803
78ea4012-56dd-11ec-a8aa-b02628eae770,sage,True,4,0.01,raw,mbm,lastfm,2.0,0,66.8661773009599,1.9990824392998263
8aca0af6-570a-11ec-a661-b02628ead4aa,sage,True,4,0.01,raw,mbm,lastfm,inf,4,68.48108413325805,2.0247741389045757
8f316814-56fb-11ec-968d-b02628e94326,sage,True,4,0.01,raw,mbm,lastfm,2.0,4,74.03162055335967,6.386716544325239
9517142c-56d3-11ec-9e08-b02628c5fc10,sage,True,4,0.01,raw,mbm,lastfm,0.5,2,62.15132693393563,4.22416713721061
96838a66-56e2-11ec-ad36-b02628ea8f8c,sage,True,4,0.01,raw,mbm,lastfm,0.5,16,57.47600225861096,4.947487295313383
99691292-56dc-11ec-97da-b02628eae770,sage,True,4,0.01,raw,mbm,lastfm,0.5,0,54.25183512140033,3.6064370412196496
996cf510-56dc-11ec-b275-b02628ea5944,sage,True,4,0.01,raw,mbm,lastfm,1.0,8,74.7261434217956,3.0496188594014626
c6a20c0a-56fa-11ec-9fce-b02628eae770,sage,True,4,0.01,raw,mbm,lastfm,3.0,8,74.35911914172785,4.484472049689437
cf0e7794-56e0-11ec-bc0b-b02628ea5944,sage,True,4,0.01,raw,mbm,lastfm,2.0,8,73.46132128740824,3.0551242236024834
cf0f9dd6-56e0-11ec-a0e0-b02628ea8f8c,sage,True,4,0.01,raw,mbm,lastfm,inf,8,68.5940146809712,2.120623941276108
d0915c62-56e0-11ec-ba53-b02628c5fc10,sage,True,4,0.01,raw,mbm,lastfm,0.5,4,65.4093732354602,3.9986589497459057
e1b05b22-570a-11ec-9b0e-b02628eac520,sage,True,4,0.01,raw,mbm,lastfm,2.0,16,74.06549971767363,1.2768915866741892
e79638ba-56db-11ec-ad05-b02628ea5944,sage,True,4,0.01,raw,mbm,lastfm,1.0,4,74.9407114624506,2.7814793901750505
e890a9ba-570a-11ec-90c8-b02628eae770,sage,True,4,0.01,raw,mbm,lastfm,inf,0,55.94014680971203,3.7533173348390783
f6e8daa0-570a-11ec-8f93-b02628eae770,sage,True,4,0.01,raw,mbm,lastfm,2.0,2,72.55223037831733,3.526397515527954
fdd9c9e6-570a-11ec-b83b-b02628ea5944,sage,True,4,0.01,raw,mbm,lastfm,3.0,0,68.15358554488989,1.9001976284584856
11fbb46a-56da-11ec-b950-b02628eae770,sage,True,8,0.01,raw,mbm,lastfm,1.0,16,67.39695087521174,3.7355307735742542
12a694ac-56da-11ec-8c77-b02628eada4a,sage,True,8,0.01,raw,mbm,lastfm,1.0,0,63.43308865047995,3.0169395821569616
32ef7abc-56df-11ec-a1de-b02628ea8f8c,sage,True,8,0.01,raw,mbm,lastfm,0.5,0,56.369282891022024,5.1535149632975745
340e4fd6-56df-11ec-8658-7079909e1a1f,sage,True,8,0.01,raw,mbm,lastfm,2.0,0,63.91869000564653,2.532820440429134
4503eec8-56de-11ec-b481-b02628ea8f8c,sage,True,8,0.01,raw,mbm,lastfm,3.0,4,73.55731225296442,4.21915584415585
45056a78-56de-11ec-9951-b02628eae770,sage,True,8,0.01,raw,mbm,lastfm,3.0,16,68.25522303783173,4.839709203839643
46a0d05c-56d9-11ec-a2bc-b02628e94326,sage,True,8,0.01,raw,mbm,lastfm,3.0,2,72.95878035008471,3.1036137775268244
46a277ae-56d9-11ec-af68-b02628ea8f8c,sage,True,8,0.01,raw,mbm,lastfm,1.0,2,71.34952004517223,2.9674618859401534
5bf99886-56d8-11ec-996a-b02628ea5944,sage,True,8,0.01,raw,mbm,lastfm,inf,8,68.93845285149634,1.9935770750988127
65e5cada-570b-11ec-ad33-b02628eac520,sage,True,8,0.01,raw,mbm,lastfm,inf,4,69.83060417843026,3.0811688311688314
65e812ae-570b-11ec-9081-b02628ea8f8c,sage,True,8,0.01,raw,mbm,lastfm,2.0,4,70.27103331451158,5.985177865612641
7a2eb5ca-56dd-11ec-a40d-7079909e1a1f,sage,True,8,0.01,raw,mbm,lastfm,3.0,0,63.89045736871824,1.733907396950876
7c4980c4-570a-11ec-bbf4-b02628ea8f8c,sage,True,8,0.01,raw,mbm,lastfm,1.0,4,71.14624505928853,3.492871259175608
7c4cc55e-570a-11ec-a09b-b02628e94326,sage,True,8,0.01,raw,mbm,lastfm,inf,16,68.52060982495765,2.346343873517796
9017b792-56fb-11ec-8b6e-b02628c5fc10,sage,True,8,0.01,raw,mbm,lastfm,0.5,2,63.602484472049696,3.4369000564652694
951a63fc-56d3-11ec-9b00-b02628e94326,sage,True,8,0.01,raw,mbm,lastfm,3.0,8,71.75042348955392,3.4118435911914204
c116d32e-56d7-11ec-a2b2-b02628e94326,sage,True,8,0.01,raw,mbm,lastfm,2.0,8,70.98814229249012,6.016022021456791
cf11502c-56e0-11ec-87fe-b02628e94326,sage,True,8,0.01,raw,mbm,lastfm,inf,0,57.758328627893846,1.541713721061548
d092c674-56e0-11ec-8450-b02628eae770,sage,True,8,0.01,raw,mbm,lastfm,0.5,4,63.82269904009034,3.4450875211744716
de518cd0-570a-11ec-b0e1-b02628e94326,sage,True,8,0.01,raw,mbm,lastfm,inf,2,65.8780350084698,2.0530773574251846
e7942cf0-56db-11ec-ae20-b02628ea8f8c,sage,True,8,0.01,raw,mbm,lastfm,0.5,16,61.45115753811406,4.300112930547716
e7975ed4-56db-11ec-ba18-b02628e94326,sage,True,8,0.01,raw,mbm,lastfm,2.0,16,66.77018633540374,3.8492377188029394
f07e7e8e-56da-11ec-a90e-b02628eac520,sage,True,8,0.01,raw,mbm,lastfm,0.5,8,63.22981366459627,4.3657538114059875
f11b9b56-56da-11ec-abfd-b02628eada4a,sage,True,8,0.01,raw,mbm,lastfm,2.0,2,71.50762281197065,2.3180406549971764
f37d20ba-570a-11ec-b1ad-b02628ea8f8c,sage,True,8,0.01,raw,mbm,lastfm,1.0,8,67.65104460756635,6.1832298136646
0be57e70-56e0-11ec-b7fc-b02628eac520,sage,True,16,0.01,raw,mbm,lastfm,3.0,16,64.19536984754376,4.305618294748726
0be8da0c-56e0-11ec-9844-b02628ea8f8c,sage,True,16,0.01,raw,mbm,lastfm,3.0,2,67.64539808018068,3.9143845285149688
1201f85c-56da-11ec-ab64-b02628ea5944,sage,True,16,0.01,raw,mbm,lastfm,2.0,0,59.90965556182947,2.3130999435347235
1d8a3346-5708-11ec-9900-b02628c5fc10,sage,True,16,0.01,raw,mbm,lastfm,3.0,4,67.69057029926594,4.387987012987008
32f3034e-56df-11ec-a8ae-b02628e94326,sage,True,16,0.01,raw,mbm,lastfm,0.5,2,61.62619988706946,4.248870694522871
32f51ab2-56df-11ec-8689-b02628ea5944,sage,True,16,0.01,raw,mbm,lastfm,1.0,16,63.72670807453416,2.792631281761711
331f1010-56df-11ec-8567-7079909e1a29,sage,True,16,0.01,raw,mbm,lastfm,0.5,4,64.35347261434218,1.8666713721061612
65e67a16-570b-11ec-a92c-b02628eac520,sage,True,16,0.01,raw,mbm,lastfm,inf,0,51.767363071710896,1.9227131564088111
65ed1182-570b-11ec-8800-b02628e94326,sage,True,16,0.01,raw,mbm,lastfm,1.0,8,65.47713156408808,4.6021315640880935
6df9091c-56fc-11ec-8ed4-b02628e94326,sage,True,16,0.01,raw,mbm,lastfm,2.0,8,67.46470920383965,2.163114059853193
6df91088-56fc-11ec-86d5-b02628c5fc10,sage,True,16,0.01,raw,mbm,lastfm,1.0,2,68.36250705815924,3.089215132693397
7c4ec6ce-570a-11ec-8426-b02628eac520,sage,True,16,0.01,raw,mbm,lastfm,3.0,8,66.28458498023716,2.9477696216826637
8bc11d96-570a-11ec-b11a-b02628eae770,sage,True,16,0.01,raw,mbm,lastfm,inf,4,61.682665160926035,2.3466261998870728
8ca1df48-570a-11ec-b565-b02628ea5944,sage,True,16,0.01,raw,mbm,lastfm,0.5,8,60.88650479954828,4.645327498588365
9017b792-56fb-11ec-93a9-b02628c5fc10,sage,True,16,0.01,raw,mbm,lastfm,1.0,0,60.03387916431395,2.456451157538119
9515583a-56d3-11ec-881c-b02628eae770,sage,True,16,0.01,raw,mbm,lastfm,inf,2,64.17843026538678,1.4174901185770779
951dddc0-56d3-11ec-aba1-b02628ea5944,sage,True,16,0.01,raw,mbm,lastfm,1.0,4,65.71428571428571,3.9372529644268788
95c7b476-56d3-11ec-bc56-b02628ea8f8c,sage,True,16,0.01,raw,mbm,lastfm,2.0,16,67.47600225861096,3.185417843026542
996e6648-56dc-11ec-ab1c-b02628e94326,sage,True,16,0.01,raw,mbm,lastfm,0.5,0,54.12761151891586,2.775691699604746
996ec5f2-56dc-11ec-9aad-b02628ea8f8c,sage,True,16,0.01,raw,mbm,lastfm,inf,16,65.4884246188594,2.978896103896105
99f7a098-56dc-11ec-9f80-b02628c5fc10,sage,True,16,0.01,raw,mbm,lastfm,2.0,2,64.34782608695653,5.783667419536975
cf0e27ee-56e0-11ec-8ee5-b02628eac520,sage,True,16,0.01,raw,mbm,lastfm,3.0,0,58.62789384528516,1.6940287972896613
e5ba7090-570a-11ec-9f2c-b02628ea8f8c,sage,True,16,0.01,raw,mbm,lastfm,inf,8,63.71541501976285,1.8070299265951384
e7949208-56db-11ec-9b11-b02628eac520,sage,True,16,0.01,raw,mbm,lastfm,2.0,4,64.81648785996613,4.592179559570859
e83d201c-56db-11ec-8a47-b02628eada4a,sage,True,16,0.01,raw,mbm,lastfm,0.5,16,62.7837380011293,3.2047571993224224
