Name,model,forward_correction,y_steps,x_eps,feature,mechanism,dataset,y_eps,x_steps,test/acc_mean,test/acc_ci
09d203ac-56f8-11ec-be4d-70b5e8efe420,sage,True,0,0.01,raw,mbm,lastfm,0.5,16,15.849802371541504,5.74668266516093
09e700c8-56fc-11ec-8ef7-70b5e8d11bce,sage,True,0,0.01,raw,mbm,lastfm,0.5,8,19.599096555618296,5.834980237154146
0a0c2fe2-56fc-11ec-9f99-70b5e8d11bce,sage,True,0,0.01,raw,mbm,lastfm,inf,0,68.79164313946923,2.2765386787125834
0b56b6aa-56f8-11ec-b228-70b5e8d116c4,sage,True,0,0.01,raw,mbm,lastfm,2.0,2,50.14116318464144,4.705957086391866
0b5a2a88-56f8-11ec-ab9a-70b5e8d116c4,sage,True,0,0.01,raw,mbm,lastfm,3.0,4,62.30378317334839,8.052371541501973
2767a914-56fb-11ec-9dbd-70b5e8d11de4,sage,True,0,0.01,raw,mbm,lastfm,1.0,8,29.186900056465277,2.925607001693958
289e9914-56fb-11ec-834b-70b5e8efe420,sage,True,0,0.01,raw,mbm,lastfm,inf,16,68.97797854319593,3.0382552230378224
3d59e70e-56f7-11ec-8639-70b5e8eff078,sage,True,0,0.01,raw,mbm,lastfm,0.5,4,17.238848108413325,4.5525127046866185
3db81ca2-56f7-11ec-a08c-70b5e8efe420,sage,True,0,0.01,raw,mbm,lastfm,3.0,2,67.66798418972333,3.6372106154714885
5a0cb04c-56fd-11ec-b9aa-70b5e8d1197c,sage,True,0,0.01,raw,mbm,lastfm,0.5,0,12.992659514398644,1.6861942405420658
5fafb96c-56f9-11ec-bf70-70b5e8d11de4,sage,True,0,0.01,raw,mbm,lastfm,1.0,16,31.5132693393563,3.90817334839074
64617e46-56f9-11ec-ba10-70b5e8d11ed4,sage,True,0,0.01,raw,mbm,lastfm,inf,8,76.67419536984754,2.6203416149068417
7a049730-56fc-11ec-8b84-70b5e8d116c4,sage,True,0,0.01,raw,mbm,lastfm,2.0,0,37.108977978543194,2.781267645398078
9a833624-56f7-11ec-93fb-70b5e8efd0c6,sage,True,0,0.01,raw,mbm,lastfm,3.0,0,50.378317334839075,3.2355307735742507
9a833674-56f7-11ec-ae64-70b5e8efd0c6,sage,True,0,0.01,raw,mbm,lastfm,inf,4,74.9124788255223,3.078698475437591
9a836edc-56f7-11ec-8ab4-70b5e8efd0c6,sage,True,0,0.01,raw,mbm,lastfm,2.0,16,44.47204968944099,7.672854319593451
bd756ef6-56fa-11ec-9d6a-70b5e8d11bce,sage,True,0,0.01,raw,mbm,lastfm,2.0,4,52.67645398080181,4.577851496329757
bd757a68-56fa-11ec-aeb8-70b5e8d11bce,sage,True,0,0.01,raw,mbm,lastfm,1.0,4,25.95143986448334,5.083780350084696
bd75b190-56fa-11ec-b45a-70b5e8d11bce,sage,True,0,0.01,raw,mbm,lastfm,1.0,2,28.780350084697908,6.369565217391306
bdac5b78-56fa-11ec-ae98-70b5e8d11bce,sage,True,0,0.01,raw,mbm,lastfm,3.0,8,69.93224167137211,3.470990965556176
cc151d50-56fd-11ec-84cb-70b5e8d1197c,sage,True,0,0.01,raw,mbm,lastfm,1.0,0,20.231507622811968,3.8346273291925463
d43abeda-56f9-11ec-b91d-70b5e8d13fbc,sage,True,0,0.01,raw,mbm,lastfm,0.5,2,17.69621682665161,6.116318464144548
e9e0a6f2-56fc-11ec-83e5-70b5e8d11bce,sage,True,0,0.01,raw,mbm,lastfm,inf,2,72.41106719367589,2.9081027667984145
ec2793fc-56f8-11ec-9596-70b5e8d116c4,sage,True,0,0.01,raw,mbm,lastfm,2.0,8,52.28684359119141,4.681465273856581
f3824764-56f8-11ec-bb1c-70b5e8d11de4,sage,True,0,0.01,raw,mbm,lastfm,3.0,16,63.71541501976285,4.089991530208923
0975cf1a-56f8-11ec-8a23-70b5e8d116c8,sage,True,2,0.01,raw,mbm,lastfm,0.5,2,48.86504799548278,6.071428571428566
0b54f202-56f8-11ec-821d-70b5e8d116c4,sage,True,2,0.01,raw,mbm,lastfm,3.0,16,74.81084133258047,3.2979954827780915
0cec33ba-56fc-11ec-96ab-70b5e8efe420,sage,True,2,0.01,raw,mbm,lastfm,1.0,2,70.62111801242236,3.896456804065494
27e38c6e-56fb-11ec-a612-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,1.0,16,70.50818746470921,4.239130434782602
3d5342aa-56f7-11ec-a8fe-70b5e8eff078,sage,True,2,0.01,raw,mbm,lastfm,0.5,0,36.126482213438734,4.267433653303222
3db86edc-56f7-11ec-a894-70b5e8efe420,sage,True,2,0.01,raw,mbm,lastfm,1.0,0,59.44099378881988,3.6993224167137164
799408ca-56f8-11ec-8744-70b5e8d116c4,sage,True,2,0.01,raw,mbm,lastfm,0.5,8,53.84528514963298,5.011857707509879
799a262e-56f8-11ec-8105-70b5e8d116c4,sage,True,2,0.01,raw,mbm,lastfm,2.0,0,65.27385657820442,3.027738565782041
7a0451d0-56fc-11ec-a305-70b5e8d116c4,sage,True,2,0.01,raw,mbm,lastfm,inf,8,67.871259175607,3.8826933935629526
7a06f2a0-56fc-11ec-93ca-70b5e8d116c4,sage,True,2,0.01,raw,mbm,lastfm,3.0,8,77.2953133822699,3.038325804630148
970add76-56f7-11ec-94ef-70b5e8d116c8,sage,True,2,0.01,raw,mbm,lastfm,2.0,8,75.59006211180125,2.7624223602484506
9998ff6a-56fb-11ec-8656-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,3.0,0,67.47600225861095,2.953274985883681
99a168c6-56fb-11ec-9601-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,inf,0,58.65047995482778,1.4740965556182992
9a836c52-56f7-11ec-a9e1-70b5e8efd0c6,sage,True,2,0.01,raw,mbm,lastfm,2.0,2,75.53359683794466,3.5319734613212788
b6fa8c28-56fa-11ec-b4d5-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,2.0,4,75.5561829474873,3.126058723884803
d2a27f04-56f9-11ec-a059-70b5e8d131da,sage,True,2,0.01,raw,mbm,lastfm,2.0,16,71.29305477131564,3.2894551101072835
d439b382-56f9-11ec-b57a-70b5e8d13fbc,sage,True,2,0.01,raw,mbm,lastfm,1.0,8,72.97007340485601,2.905350084697915
d43a3302-56f9-11ec-912d-70b5e8d13fbc,sage,True,2,0.01,raw,mbm,lastfm,inf,2,66.6403162055336,1.5868153585544889
e9f92574-56fc-11ec-ab15-70b5e8d11bce,sage,True,2,0.01,raw,mbm,lastfm,1.0,4,71.81818181818183,4.32587521174478
ea0af308-56fc-11ec-82a8-70b5e8d11bce,sage,True,2,0.01,raw,mbm,lastfm,3.0,4,75.22868435911914,2.640245623941283
ea77971a-56fc-11ec-b4cc-70b5e8d1197c,sage,True,2,0.01,raw,mbm,lastfm,inf,4,68.49802371541503,2.8687182382834706
f36fcb8e-56f8-11ec-8d9e-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,0.5,4,49.4918125352908,5.565217391304344
f37f0e0a-56f8-11ec-b609-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,0.5,16,46.22247317899492,5.643068887634108
f3807196-56f8-11ec-8a0f-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,inf,16,67.08074534161491,1.2370129870129816
f3abad16-56f8-11ec-929b-70b5e8d11de4,sage,True,2,0.01,raw,mbm,lastfm,3.0,2,78.35121400338792,2.3606013551665725
27717282-56fb-11ec-abc0-70b5e8d11de4,sage,True,4,0.01,raw,mbm,lastfm,3.0,16,73.88481084133258,2.284373235460201
27a25a96-56fb-11ec-b75d-70b5e8d11de4,sage,True,4,0.01,raw,mbm,lastfm,1.0,16,72.06662902315077,2.7250846979107877
285c73fe-56fb-11ec-8edb-70b5e8efe420,sage,True,4,0.01,raw,mbm,lastfm,2.0,4,77.12027103331451,3.038184641445511
3da7228a-56f7-11ec-86dc-70b5e8efe420,sage,True,4,0.01,raw,mbm,lastfm,0.5,2,60.40090344438171,6.8645539243365405
43f9effc-56fa-11ec-b549-70b5e8d13fbc,sage,True,4,0.01,raw,mbm,lastfm,0.5,4,65.3811405985319,4.303006775832856
5a498800-56fd-11ec-a4f8-70b5e8d11bce,sage,True,4,0.01,raw,mbm,lastfm,3.0,2,77.68492377188029,1.4316064370412178
5a4997a0-56fd-11ec-a1e5-70b5e8d11bce,sage,True,4,0.01,raw,mbm,lastfm,0.5,8,64.30830039525691,6.274774138904569
628d9ec4-56f9-11ec-a34a-70b5e8d1197c,sage,True,4,0.01,raw,mbm,lastfm,inf,16,64.83907396950875,3.2699040090344447
628da572-56f9-11ec-9077-70b5e8d1197c,sage,True,4,0.01,raw,mbm,lastfm,inf,2,66.65725578769056,1.4403585544889879
79816b98-56f8-11ec-b873-70b5e8d116c4,sage,True,4,0.01,raw,mbm,lastfm,1.0,4,76.48221343873517,1.6545031055900594
79b8a324-56f8-11ec-841e-70b5e8d116c4,sage,True,4,0.01,raw,mbm,lastfm,0.5,0,53.82269904009034,4.981366459627331
79b98ca8-56f8-11ec-8179-70b5e8d116c4,sage,True,4,0.01,raw,mbm,lastfm,1.0,8,75.1270468661773,1.9543337097684912
79fbfd96-56fc-11ec-b976-70b5e8d116c4,sage,True,4,0.01,raw,mbm,lastfm,inf,4,70.06211180124224,3.9257481648785983
7a038804-56fc-11ec-91c5-70b5e8d116c4,sage,True,4,0.01,raw,mbm,lastfm,2.0,16,73.83399209486166,3.890527950310563
7a895966-56fc-11ec-a307-70b5e8d11ed4,sage,True,4,0.01,raw,mbm,lastfm,inf,0,57.47600225861096,2.4481931112365807
9a95a642-56f7-11ec-a121-70b5e8efd0c6,sage,True,4,0.01,raw,mbm,lastfm,1.0,0,65.56747600225862,2.383258046301517
bd5914e0-56fa-11ec-8d8e-70b5e8d11bce,sage,True,4,0.01,raw,mbm,lastfm,3.0,8,77.66233766233765,1.9116318464144513
bd752b12-56fa-11ec-bcae-70b5e8d11bce,sage,True,4,0.01,raw,mbm,lastfm,0.5,16,62.4505928853755,5.819664031620555
d421d460-56f9-11ec-aff3-70b5e8d13fbc,sage,True,4,0.01,raw,mbm,lastfm,inf,8,70.63241106719367,1.380999435347256
d42e4c86-56f9-11ec-a576-70b5e8d13fbc,sage,True,4,0.01,raw,mbm,lastfm,2.0,8,77.80350084697912,2.3917984189723356
ea59e4fe-56fc-11ec-8aba-70b5e8d11ed4,sage,True,4,0.01,raw,mbm,lastfm,2.0,2,76.7871259175607,1.8579898362507095
ea65cfda-56fc-11ec-851a-70b5e8d11ed4,sage,True,4,0.01,raw,mbm,lastfm,3.0,0,67.38565782044043,2.7306606437041197
ec27ba6c-56f8-11ec-a4ec-70b5e8d116c4,sage,True,4,0.01,raw,mbm,lastfm,3.0,4,78.74647092038397,2.1432100508187446
f3413760-56f8-11ec-9f07-70b5e8d11de4,sage,True,4,0.01,raw,mbm,lastfm,1.0,2,73.15640880858273,1.9114906832298075
f36fbef0-56f8-11ec-acfc-70b5e8d11de4,sage,True,4,0.01,raw,mbm,lastfm,2.0,0,68.77470355731225,3.4592038396386187
0977a3a8-56f8-11ec-84bd-70b5e8d116c8,sage,True,8,0.01,raw,mbm,lastfm,0.5,8,65.90626764539807,5.8006775832862765
09877166-56f8-11ec-9323-70b5e8efe420,sage,True,8,0.01,raw,mbm,lastfm,2.0,2,75.81592320722756,1.9088791643139444
0988e118-56f8-11ec-ad4c-70b5e8efe420,sage,True,8,0.01,raw,mbm,lastfm,1.0,16,71.02766798418972,3.126199887069454
09f621ac-56fc-11ec-ab8a-70b5e8d11de4,sage,True,8,0.01,raw,mbm,lastfm,inf,16,68.96668548842462,2.2080039525691646
09ff9462-56fc-11ec-80c1-70b5e8d11de4,sage,True,8,0.01,raw,mbm,lastfm,1.0,4,74.34217955957087,1.4963297571993124
289b0538-56fb-11ec-8645-70b5e8efe420,sage,True,8,0.01,raw,mbm,lastfm,0.5,2,63.94692264257482,4.551948051948056
3d5246d4-56f7-11ec-92a1-70b5e8d116c8,sage,True,8,0.01,raw,mbm,lastfm,inf,8,68.57142857142858,3.246964991530213
3d59d7be-56f7-11ec-8636-70b5e8eff078,sage,True,8,0.01,raw,mbm,lastfm,2.0,8,76.91134952004518,1.9402879728966624
3d92065c-56f7-11ec-94ba-70b5e8d11636,sage,True,8,0.01,raw,mbm,lastfm,3.0,8,76.43704121964991,2.411208356860527
45ef9bf4-56fa-11ec-a9ab-70b5e8efe420,sage,True,8,0.01,raw,mbm,lastfm,inf,0,54.042913608130995,2.3219226425748225
45fde920-56fa-11ec-bca8-70b5e8efe420,sage,True,8,0.01,raw,mbm,lastfm,0.5,4,64.97459062676454,4.767010163749298
5a87a2de-56fd-11ec-b141-70b5e8d11bce,sage,True,8,0.01,raw,mbm,lastfm,2.0,4,76.00790513833991,2.26178712591755
627b8f36-56f9-11ec-8f16-70b5e8d1197c,sage,True,8,0.01,raw,mbm,lastfm,3.0,4,76.48785996612084,2.3238989271597887
628dbf26-56f9-11ec-a534-70b5e8d1197c,sage,True,8,0.01,raw,mbm,lastfm,3.0,16,72.94748729531338,3.620412196499153
