Name,x_steps,dataset,forward_correction,y_eps,model,mechanism,x_eps,y_steps,feature,test/acc_mean,test/acc_ci
a0a46698-4df3-11ec-9b26-7079909da22a,0,cora,False,3.0,sage,mbm,inf,0,raw,84.31314623338257,0.8050221565731164
df82e0ca-4df7-11ec-88f8-7079909da22a,0,cora,False,1.0,sage,mbm,inf,0,raw,50.97488921713442,2.437407680945345
fb82497c-4df8-11ec-b674-7079909da22a,0,cora,False,2.0,sage,mbm,inf,0,raw,78.71491875923189,0.9012186115214149
01be44ac-4da5-11ec-83d9-7079909da22a,0,cora,True,inf,sage,mbm,0.1,8,raw,62.98375184638108,1.7355982274741493
02344002-4da6-11ec-a3fe-7079909da22a,0,cora,True,2.0,sage,mbm,0.01,8,raw,48.847858197932055,2.282496307237814
02fa2a78-4dbb-11ec-8b17-7079909da22a,0,cora,True,1.0,sage,mbm,3.0,4,raw,57.902511078286565,1.0638847858197984
02fb2a86-4db6-11ec-9af3-7079909da22a,0,cora,True,3.0,sage,mbm,1.0,2,raw,79.5125553914328,0.635339734121132
07b506ce-4df6-11ec-b084-7079909da22a,0,cora,True,3.0,gat,mbm,inf,2,raw,84.65288035450517,0.6720827178729678
0800dcac-4ddd-11ec-955e-7079909da22a,0,cora,True,inf,sage,mbm,0.1,0,raw,71.9645494830133,2.370753323485964
084c152e-4df5-11ec-9b9e-7079909da22a,0,cora,True,inf,gat,mbm,inf,0,raw,87.48892171344166,0.24372230428360808
08eb5c06-4dc3-11ec-b69e-7079909da22a,0,cora,True,inf,sage,mbm,0.01,0,raw,54.26883308714919,2.0391432791728157
0bb2f6da-4db2-11ec-bb8a-7079909da22a,0,cora,True,inf,sage,mbm,0.1,2,raw,65.19940915805022,1.4846750369276194
0c04a69c-4da8-11ec-9be3-7079909da22a,0,cora,True,inf,sage,mbm,1.0,2,raw,79.58641063515509,0.47267355982273784
0d2190b8-4da7-11ec-8b25-7079909da22a,0,cora,True,inf,sage,mbm,inf,8,raw,75.08124076809453,1.152326440177248
0dc7df42-4dc3-11ec-a6cd-7079909da22a,0,cora,True,3.0,sage,mbm,1.0,16,raw,72.90989660265879,1.6617429837518358
124fea04-4de2-11ec-af00-7079909da22a,0,cora,True,0.5,sage,mbm,3.0,0,raw,17.695716395864107,1.5068316100443155
1470d196-4dcd-11ec-8464-7079909da22a,0,cora,True,2.0,sage,mbm,2.0,4,raw,77.82865583456424,0.7682791728212734
1663d0a0-4da2-11ec-9aaa-7079909da22a,0,cora,True,inf,sage,mbm,3.0,0,raw,76.08567208271788,1.3000369276218677
16660a82-4da2-11ec-af0e-7079909da22a,0,cora,True,inf,sage,mbm,0.01,16,raw,44.96307237813885,1.2038404726735585
178b4b88-4dd0-11ec-ad56-7079909da22a,0,cora,True,0.5,sage,mbm,2.0,16,raw,42.68833087149188,5.665989660265879
184300cc-4dc4-11ec-977e-7079909da22a,0,cora,True,1.0,sage,mbm,0.01,4,raw,41.87592319054653,3.0284342688330845
18a714d8-4dcc-11ec-befe-7079909da22a,0,cora,True,inf,sage,mbm,inf,16,raw,64.18020679468242,1.8469350073855288
1952694c-4db2-11ec-bf6b-7079909da22a,0,cora,True,2.0,sage,mbm,0.1,2,raw,64.66765140324962,2.2605243722304316
1ad70a44-4de3-11ec-8c27-7079909da22a,0,cora,True,2.0,sage,mbm,0.1,4,raw,68.55243722304284,1.6030280649926212
1e0443ea-4de2-11ec-9991-7079909da22a,0,cora,True,2.0,sage,mbm,1.0,16,raw,70.64992614475628,1.6844534711964627
1f2bc586-4df6-11ec-b3a8-7079909da22a,0,cora,True,1.0,gcn,mbm,inf,4,raw,75.14032496307237,1.639771048744457
20d44e32-4de0-11ec-ad35-7079909da22a,0,cora,True,1.0,sage,mbm,1.0,4,raw,58.78877400295421,1.1451255539143297
23fc6d3c-4dd7-11ec-add4-7079909da22a,0,cora,True,3.0,sage,mbm,0.1,0,raw,57.69571639586411,2.5114475627769544
25bde78a-4dc4-11ec-8bb1-7079909da22a,0,cora,True,3.0,sage,mbm,0.01,4,raw,51.09305760709012,1.8389955686853767
26ad43c8-4de4-11ec-bb27-7079909da22a,0,cora,True,2.0,sage,mbm,0.01,16,raw,43.382570162481535,2.290066469719349
280d6d06-4de4-11ec-a19f-7079909da22a,0,cora,True,2.0,sage,mbm,3.0,16,raw,72.39290989660265,0.9534711964549487
28d5c39c-4df2-11ec-9aa0-7079909da22a,0,cora,True,2.0,gcn,mbm,inf,4,raw,83.64844903988183,0.502215657311659
29786502-4dac-11ec-8770-7079909da22a,0,cora,True,0.5,sage,mbm,2.0,8,raw,36.646971935007386,4.055391432791726
2c4a6c8e-4dda-11ec-860f-7079909da22a,0,cora,True,1.0,sage,mbm,inf,16,raw,67.45937961595274,2.415989660265872
2f86bc38-4dce-11ec-927e-7079909da22a,0,cora,True,2.0,sage,mbm,3.0,4,raw,77.93205317577547,1.1299852289512557
2f87eecc-4dd4-11ec-a80c-7079909da22a,0,cora,True,2.0,sage,mbm,3.0,0,raw,45.12555391432791,2.0982274741506615
313f5cf6-4df1-11ec-85b6-7079909da22a,0,cora,True,inf,gcn,mbm,inf,0,raw,87.35598227474152,0.3175775480059073
315c22d6-4dd9-11ec-b034-7079909da22a,0,cora,True,0.5,sage,mbm,0.01,4,raw,31.166912850812405,4.003508124076809
31befdbe-4dc7-11ec-979f-7079909da22a,0,cora,True,0.5,sage,mbm,2.0,4,raw,28.12407680945347,3.4122968980797648
32914f42-4dd8-11ec-a1e2-7079909da22a,0,cora,True,1.0,sage,mbm,2.0,4,raw,57.56277695716396,1.5289881831609975
3421e4ba-4dbb-11ec-a148-7079909da22a,0,cora,True,1.0,sage,mbm,0.1,8,raw,58.685376661742986,2.3271787296898054
34c78b26-4dd5-11ec-bffd-7079909da22a,0,cora,True,1.0,sage,mbm,2.0,8,raw,68.33087149187593,1.2189807976366325
35d37d5c-4de1-11ec-b10f-7079909da22a,0,cora,True,0.5,sage,mbm,inf,0,raw,23.190546528803544,4.424483013293941
3769366a-4db5-11ec-92e3-7079909da22a,0,cora,True,inf,sage,mbm,3.0,2,raw,80.78286558345643,0.6648818316100389
3a348748-4dd1-11ec-b416-7079909da22a,0,cora,True,1.0,sage,mbm,0.01,16,raw,41.10782865583456,2.747968980797637
3c04f712-4dcf-11ec-a400-7079909da22a,0,cora,True,0.5,sage,mbm,1.0,8,raw,35.11078286558346,4.65343426883309
3c74a774-4dac-11ec-8159-7079909da22a,0,cora,True,2.0,sage,mbm,1.0,4,raw,77.6218611521418,0.9383308714918712
3dde453e-4dc5-11ec-a1b1-7079909da22a,0,cora,True,1.0,sage,mbm,1.0,2,raw,43.84047267355982,1.757939438700145
4194c2e2-4dcb-11ec-a53e-7079909da22a,0,cora,True,1.0,sage,mbm,0.01,8,raw,44.771048744460856,3.154726735598228
419bec1e-4dc8-11ec-9d4d-7079909da22a,0,cora,True,3.0,sage,mbm,2.0,2,raw,79.73412112259972,0.7461225997045915
42728924-4da8-11ec-99c1-7079909da22a,0,cora,True,1.0,sage,mbm,0.01,2,raw,35.31757754800591,2.3781388478581995
44490794-4dfa-11ec-8e5d-7079909da22a,0,cora,True,0.5,gcn,mbm,0.1,8,raw,36.98670605612999,4.180206794682416
448f2dae-4de7-11ec-b631-7079909da22a,0,cora,True,3.0,sage,mbm,3.0,16,raw,75.58345642540621,1.1975627769571702
44a96e44-4de2-11ec-a256-7079909da22a,0,cora,True,0.5,sage,mbm,0.1,8,raw,37.14918759231906,6.294128508124071
4787fbc6-4dfb-11ec-be81-7079909da22a,0,cora,True,0.5,gat,mbm,0.1,8,raw,28.168389955686855,4.3066838995568695
4894c586-4dcd-11ec-98e3-7079909da22a,0,cora,True,inf,sage,mbm,1.0,8,raw,76.410635155096,1.647156573116689
496fa28c-4dd2-11ec-9081-7079909da22a,0,cora,True,inf,sage,mbm,2.0,8,raw,79.42392909896603,0.4135893648448956
4b0bd8d0-4dc4-11ec-9713-7079909da22a,0,cora,True,inf,sage,mbm,inf,2,raw,86.61742983751846,0.1772525849335409
50cfa59e-4dab-11ec-bb2a-7079909da22a,0,cora,True,3.0,sage,mbm,3.0,0,raw,64.28360413589364,1.2117799113737107
51b720b2-4db1-11ec-a7d7-7079909da22a,0,cora,True,0.5,sage,mbm,0.1,0,raw,16.838995568685373,2.614660265878876
53704cc0-4da3-11ec-9855-7079909da22a,0,cora,True,0.5,sage,mbm,1.0,2,raw,22.644017725258493,1.9128508124076777
541a31c2-4da3-11ec-8ad3-7079909da22a,0,cora,True,1.0,sage,mbm,2.0,0,raw,22.3781388478582,2.120384047267356
55765c2e-4dd7-11ec-bbac-7079909da22a,0,cora,True,0.5,sage,mbm,3.0,4,raw,28.685376661742982,2.7256277695716413
5663e002-4dd7-11ec-8600-7079909da22a,0,cora,True,3.0,sage,mbm,inf,8,raw,84.6085672082718,0.43611521418021937
56e353aa-4da5-11ec-afa9-7079909da22a,0,cora,True,0.5,sage,mbm,2.0,0,raw,18.153618906942395,1.8908788774002971
57512df0-4dc6-11ec-9fd6-7079909da22a,0,cora,True,3.0,sage,mbm,0.1,8,raw,69.77843426883308,1.646971935007393
576bc394-4db8-11ec-b6a7-7079909da22a,0,cora,True,1.0,sage,mbm,1.0,0,raw,22.42245199409158,2.5186484490398815
58fb1f0e-4de3-11ec-9bf0-7079909da22a,0,cora,True,3.0,sage,mbm,3.0,8,raw,81.27031019202363,0.5024002954209834
5a88c1a0-4da2-11ec-9a11-7079909da22a,0,cora,True,3.0,sage,mbm,0.01,8,raw,49.734121122599696,1.83936484490399
5d725012-4db5-11ec-9c45-7079909da22a,0,cora,True,0.5,sage,mbm,3.0,16,raw,40.81240768094535,5.960302806499261
5ea16256-4dcf-11ec-bc2c-7079909da22a,0,cora,True,inf,sage,mbm,inf,0,raw,87.75480059084194,0.22932053175775025
5fec2932-4da4-11ec-ad9d-7079909da22a,0,cora,True,2.0,sage,mbm,3.0,8,raw,79.06942392909897,0.9305760709010471
602167a0-4da4-11ec-b27a-7079909da22a,0,cora,True,0.5,sage,mbm,inf,16,raw,48.40472673559823,4.780280649926148
6064cc4a-4db1-11ec-bc72-7079909da22a,0,cora,True,2.0,sage,mbm,1.0,0,raw,47.76957163958642,1.7655096011816838
61dc3826-4db4-11ec-920d-7079909da22a,0,cora,True,2.0,sage,mbm,0.1,0,raw,44.46085672082718,3.450147710487446
63a1669a-4db9-11ec-b810-7079909da22a,0,cora,True,1.0,sage,mbm,0.1,2,raw,46.646971935007386,1.573116691285076
65ed4722-4dc1-11ec-b719-7079909da22a,0,cora,True,3.0,sage,mbm,2.0,0,raw,65.0516986706056,1.0195716395864096
6614e920-4df4-11ec-b119-7079909da22a,0,cora,True,3.0,gcn,mbm,inf,2,raw,85.89364844903989,0.3622599704579059
6740bb26-4de0-11ec-a052-7079909da22a,0,cora,True,2.0,sage,mbm,0.1,8,raw,68.89217134416545,2.4381462333825823
67de5aa6-4daf-11ec-98fc-7079909da22a,0,cora,True,2.0,sage,mbm,2.0,2,raw,72.54062038404727,0.9305760709010329
682f3ba6-4daa-11ec-84e0-7079909da22a,0,cora,True,1.0,sage,mbm,0.1,4,raw,55.997045790251114,1.71381093057607
685bb9d2-4dba-11ec-a171-7079909da22a,0,cora,True,0.5,sage,mbm,0.1,2,raw,25.701624815361885,2.8231166912850814
6b284bc0-4dd9-11ec-8c7f-7079909da22a,0,cora,True,inf,sage,mbm,0.1,4,raw,65.95273264401771,1.551329394387004
702fbba8-4db6-11ec-87a1-7079909da22a,0,cora,True,3.0,sage,mbm,0.1,16,raw,62.895125553914326,1.5288035450516944
714c8d6e-4de7-11ec-afbe-7079909da22a,0,cora,True,inf,sage,mbm,3.0,16,raw,71.00443131462332,1.566100443131461
72067eca-4db2-11ec-8535-7079909da22a,0,cora,True,inf,sage,mbm,inf,4,raw,82.77695716395866,1.7800960118168305
73ba2472-4da5-11ec-907d-7079909da22a,0,cora,True,0.5,sage,mbm,1.0,4,raw,28.818316100443134,3.6724519940915865
75fdf1e6-4de6-11ec-a2d0-7079909da22a,0,cora,True,0.5,sage,mbm,0.01,2,raw,24.54948301329394,1.0489290989660294
7613ebb6-4da7-11ec-93e3-7079909da22a,0,cora,True,2.0,sage,mbm,3.0,2,raw,72.33382570162482,1.3293943870014786
7650edcc-4dca-11ec-96a0-7079909da22a,0,cora,True,0.5,sage,mbm,2.0,2,raw,22.392909896602657,2.48892171344165
7807730e-4de1-11ec-8ae5-7079909da22a,0,cora,True,0.5,sage,mbm,inf,2,raw,32.7178729689808,3.737629246676514
7c862c0a-4dc2-11ec-ba10-7079909da22a,0,cora,True,2.0,sage,mbm,0.1,16,raw,60.369276218611525,0.8199778434268872
7ca962f6-4dd1-11ec-a8a8-7079909da22a,0,cora,True,inf,sage,mbm,3.0,4,raw,81.4771048744461,0.494830132939434
7ff47b28-4dde-11ec-821c-7079909da22a,0,cora,True,3.0,sage,mbm,inf,0,raw,84.66765140324962,1.0193870014770923
87101b88-4da2-11ec-a91f-7079909da22a,0,cora,True,0.5,sage,mbm,0.1,4,raw,29.74889217134416,3.7673559822747436
87619daa-4dd4-11ec-8741-7079909da22a,0,cora,True,inf,sage,mbm,1.0,0,raw,77.09010339734121,1.3740768094534772
880ab732-4dca-11ec-b397-7079909da22a,0,cora,True,2.0,sage,mbm,inf,2,raw,83.6632200886263,0.7756646971934984
8828e06c-4da8-11ec-9626-7079909da22a,0,cora,True,0.5,sage,mbm,0.1,16,raw,37.533234859675034,7.599889217134413
8903f8ae-4dc2-11ec-9d17-7079909da22a,0,cora,True,0.5,sage,mbm,1.0,0,raw,16.88330871491876,1.773079763663219
8a4fadb4-4dd8-11ec-8e32-7079909da22a,0,cora,True,2.0,sage,mbm,1.0,2,raw,72.2156573116691,0.8642909896602688
8bdbefec-4dc6-11ec-bee4-7079909da22a,0,cora,True,3.0,sage,mbm,3.0,4,raw,81.46233382570162,0.6501107828655819
8cf86be2-4dcd-11ec-bc17-7079909da22a,0,cora,True,2.0,sage,mbm,0.01,2,raw,44.8301329394387,1.9207902511078245
8d093110-4de7-11ec-832c-7079909da22a,0,cora,True,3.0,sage,mbm,3.0,2,raw,80.04431314623338,0.7091949778434312
927fd8e0-4dad-11ec-b34e-7079909da22a,0,cora,True,inf,sage,mbm,3.0,8,raw,79.86706056129985,0.3175775480059073
9298b902-4dab-11ec-92da-7079909da22a,0,cora,True,inf,sage,mbm,1.0,16,raw,68.34564254062039,1.0193870014771065
92d7758c-4de4-11ec-afd9-7079909da22a,0,cora,True,3.0,sage,mbm,2.0,4,raw,81.46233382570162,0.5686853766617403
93e126c2-4dc0-11ec-96ef-7079909da22a,0,cora,True,1.0,sage,mbm,inf,2,raw,70.47267355982277,2.45254800590844
951f3724-4da5-11ec-836e-7079909da22a,0,cora,True,inf,sage,mbm,0.01,2,raw,47.134416543574595,2.3048375184638132
95fc3130-4dcb-11ec-a777-7079909da22a,0,cora,True,2.0,sage,mbm,2.0,16,raw,71.47710487444608,1.9353766617429784
967ea406-4dd7-11ec-bbea-7079909da22a,0,cora,True,0.5,sage,mbm,inf,4,raw,43.870014771048744,3.833087149187591
97630226-4dce-11ec-9dff-7079909da22a,0,cora,True,1.0,sage,mbm,0.1,0,raw,26.691285081240768,2.7333825701624797
9f546eb2-4db9-11ec-9c68-7079909da22a,0,cora,True,0.5,sage,mbm,3.0,8,raw,35.30280649926144,4.387370753323484
a3fece7c-4dc7-11ec-a1ed-7079909da22a,0,cora,True,1.0,sage,mbm,inf,8,raw,73.41211225997046,1.669128508124075
a525533a-4dc1-11ec-ade6-7079909da22a,0,cora,True,1.0,sage,mbm,1.0,8,raw,68.34564254062039,1.6990398818316024
a66aabaa-4dbc-11ec-b656-7079909da22a,0,cora,True,0.5,sage,mbm,0.01,0,raw,19.881831610044312,2.4963072378138875
a7d8764a-4da6-11ec-adcd-7079909da22a,0,cora,True,3.0,sage,mbm,0.1,2,raw,70.56129985228952,2.0760709010339724
a98c1610-4dcc-11ec-912a-7079909da22a,0,cora,True,0.5,sage,mbm,0.01,16,raw,31.181683899556866,6.0341580502215635
abe9b408-4de0-11ec-9fe0-7079909da22a,0,cora,True,1.0,sage,mbm,0.01,0,raw,23.26440177252585,2.858567208271788
ac0fd15c-4dd5-11ec-8009-7079909da22a,0,cora,True,1.0,sage,mbm,inf,4,raw,74.85967503692763,1.5145864106351539
af2798be-4dc3-11ec-a221-7079909da22a,0,cora,True,1.0,sage,mbm,inf,0,raw,49.49778434268834,3.420605612998518
b0e59a5a-4db6-11ec-a732-7079909da22a,0,cora,True,1.0,sage,mbm,3.0,8,raw,67.75480059084194,1.3738921713441599
b49acf0e-4dbf-11ec-920a-7079909da22a,0,cora,True,3.0,sage,mbm,2.0,16,raw,73.30871491875924,1.4329763663220092
b51ecd42-4db8-11ec-b9b6-7079909da22a,0,cora,True,3.0,sage,mbm,inf,4,raw,85.14032496307239,0.40620384047267066
