Name,x_steps,dataset,forward_correction,y_eps,model,mechanism,x_eps,y_steps,feature,test/acc_mean,test/acc_ci
b5fb83ae-4dbd-11ec-9d19-7079909da22a,0,cora,True,1.0,sage,mbm,2.0,16,raw,65.15509601181682,2.2898818316100424
b69cdb6c-4de2-11ec-b00b-7079909da22a,0,cora,True,2.0,sage,mbm,0.01,0,raw,34.032496307237814,1.9719350073855217
b9f3c410-4dc9-11ec-82be-7079909da22a,0,cora,True,0.5,sage,mbm,0.01,8,raw,30.82717872968981,5.2679098966026565
bce5399e-4dae-11ec-9e41-7079909da22a,0,cora,True,3.0,sage,mbm,1.0,0,raw,66.60265878877401,1.4850443131462256
c302b3e2-4da4-11ec-94c7-7079909da22a,0,cora,True,2.0,sage,mbm,2.0,0,raw,45.19940915805023,1.9726735598227414
c60450d2-4da9-11ec-b718-7079909da22a,0,cora,True,2.0,sage,mbm,inf,0,raw,80.2658788774003,1.2411373707533286
c60e6d70-4df3-11ec-911e-7079909da22a,0,cora,True,1.0,gat,mbm,inf,4,raw,73.14623338257016,1.7727104874446056
c619ab10-4dd3-11ec-9d7e-7079909da22a,0,cora,True,1.0,sage,mbm,3.0,0,raw,23.116691285081238,1.248338257016247
c6e40c74-4dc0-11ec-8a4e-7079909da22a,0,cora,True,1.0,sage,mbm,1.0,16,raw,64.54948301329394,2.2826809453471135
c6efa80e-4dca-11ec-8202-7079909da22a,0,cora,True,inf,sage,mbm,0.01,8,raw,45.87887740029542,2.696454948301337
c7edb776-4dc2-11ec-a9ad-7079909da22a,0,cora,True,3.0,sage,mbm,2.0,8,raw,80.90103397341211,0.31019202363367526
ca5ddaee-4dd7-11ec-bf64-7079909da22a,0,cora,True,1.0,sage,mbm,0.1,16,raw,54.62333825701626,4.417097488921712
d442465c-4dc4-11ec-914e-7079909da22a,0,cora,True,2.0,sage,mbm,inf,4,raw,83.36779911373706,0.9161742983751822
d6988146-4dce-11ec-ab2b-7079909da22a,0,cora,True,3.0,sage,mbm,inf,2,raw,85.84933530280651,0.48024372230429435
da5a4000-4de5-11ec-93e7-7079909da22a,0,cora,True,3.0,sage,mbm,0.01,0,raw,38.847858197932055,2.0757016248153626
db6f1294-4de6-11ec-bd38-7079909da22a,0,cora,True,inf,sage,mbm,0.1,16,raw,59.35007385524373,1.5880723781388433
dc9673b8-4dca-11ec-81b5-7079909da22a,0,cora,True,inf,sage,mbm,2.0,4,raw,81.37370753323486,0.31019202363366816
de9c0ff6-4dcf-11ec-82cd-7079909da22a,0,cora,True,2.0,sage,mbm,0.01,4,raw,51.65435745937962,2.0904726735598196
e03434a6-4dd4-11ec-afa6-7079909da22a,0,cora,True,1.0,sage,mbm,3.0,16,raw,65.64254062038404,2.2453840472673683
e05b5c30-4dab-11ec-b830-7079909da22a,0,cora,True,3.0,sage,mbm,1.0,4,raw,80.63515509601183,1.218611521418019
e20fa2c6-4dc3-11ec-919a-7079909da22a,0,cora,True,1.0,sage,mbm,2.0,2,raw,42.52584933530281,1.603028064992614
e3f6ed4c-4dcd-11ec-b690-7079909da22a,0,cora,True,1.0,sage,mbm,3.0,2,raw,41.68389955686854,1.5068316100443155
e52a6a30-4ddd-11ec-a561-7079909da22a,0,cora,True,3.0,sage,mbm,0.01,16,raw,44.87444608567208,2.393094534711963
e8294186-4dbd-11ec-ac4c-7079909da22a,0,cora,True,2.0,sage,mbm,1.0,8,raw,78.30132939438701,0.7756646971935055
e892f166-4de6-11ec-9eba-7079909da22a,0,cora,True,0.5,sage,mbm,1.0,16,raw,40.64992614475627,6.1748522895125575
eab8d1b0-4db7-11ec-ae67-7079909da22a,0,cora,True,0.5,sage,mbm,3.0,2,raw,22.5258493353028,1.6846381093057605
eb0cfeae-4dc4-11ec-b149-7079909da22a,0,cora,True,3.0,sage,mbm,inf,16,raw,75.36189069423929,1.8986336779911355
eba19aec-4dfa-11ec-8739-7079909da22a,0,cora,True,2.0,gat,mbm,inf,4,raw,82.15657311669129,0.5614844903988185
ecd19ecc-4da4-11ec-a9a2-7079909da22a,0,cora,True,2.0,sage,mbm,2.0,8,raw,78.493353028065,0.7535081240768164
eefe04bc-4da2-11ec-8928-7079909da22a,0,cora,True,3.0,sage,mbm,0.1,4,raw,71.34416543574594,1.2632939438700248
f0fff0fa-4dba-11ec-a875-7079909da22a,0,cora,True,inf,sage,mbm,2.0,2,raw,81.24076809453472,0.6283234859675062
f1fe940c-4dd8-11ec-bac8-7079909da22a,0,cora,True,inf,sage,mbm,2.0,16,raw,70.19202363367799,1.5806868537666219
f5024df8-4dd1-11ec-8e6e-7079909da22a,0,cora,True,3.0,sage,mbm,1.0,8,raw,80.1033973412112,1.2555391432791652
f55a215c-4de7-11ec-8688-7079909da22a,0,cora,True,2.0,sage,mbm,inf,8,raw,81.93500738552439,0.4804283604136046
f85bc6f2-4dc0-11ec-a958-7079909da22a,0,cora,True,inf,sage,mbm,0.01,4,raw,46.203840472673555,1.3221935007385497
f97b98c8-4dc5-11ec-8f50-7079909da22a,0,cora,True,2.0,sage,mbm,inf,16,raw,75.52437223042834,1.3962333825701663
fa52f100-4dbc-11ec-ae8f-7079909da22a,0,cora,True,0.5,sage,mbm,inf,8,raw,47.94682422451994,3.0136632200886346
fac9e930-4db3-11ec-ba90-7079909da22a,0,cora,True,3.0,sage,mbm,0.01,2,raw,51.40324963072377,2.371491875923194
fcb1fc02-4de4-11ec-aac1-7079909da22a,0,cora,True,inf,sage,mbm,2.0,0,raw,74.57902511078287,1.189069423929098
fd61aad4-4db8-11ec-a760-7079909da22a,0,cora,True,inf,sage,mbm,1.0,4,raw,79.08419497784342,0.8862629246676477
13dd09f4-4df8-11ec-a478-7079909da22a,2,cora,False,0.5,sage,mbm,1.0,0,raw,18.13884785819793,1.8617060561299823
ccbb3ca6-4df4-11ec-9833-7079909da22a,2,cora,False,1.0,sage,mbm,1.0,0,raw,25.642540620384047,3.2287666174298373
0150c5f8-4daa-11ec-8dd9-7079909da22a,2,cora,True,inf,sage,mbm,0.01,2,raw,61.388478581979314,1.9577178729689777
0562bc50-4daa-11ec-b349-7079909da22a,2,cora,True,2.0,sage,mbm,inf,0,raw,82.76218611521418,0.8050221565731164
060c2c74-4dbc-11ec-bad1-7079909da22a,2,cora,True,0.5,sage,mbm,0.1,2,raw,32.09748892171344,3.7817577548005925
06cf5778-4df6-11ec-a7e3-7079909da22a,2,cora,True,0.5,gat,mbm,1.0,8,raw,37.0162481536189,5.157680945347121
0bdcb51a-4dc6-11ec-a622-7079909da22a,2,cora,True,1.0,sage,mbm,1.0,0,raw,38.47858197932054,3.7079025110782844
0d3e9bca-4dd6-11ec-b067-7079909da22a,2,cora,True,3.0,sage,mbm,1.0,8,raw,81.52141802067946,0.24372230428360808
0d4b7674-4db3-11ec-b7c9-7079909da22a,2,cora,True,0.5,sage,mbm,2.0,8,raw,42.15657311669129,6.272895125553919
0e94c826-4db0-11ec-a9ff-7079909da22a,2,cora,True,3.0,sage,mbm,2.0,8,raw,81.47710487444608,0.3988183161004457
10070504-4dd6-11ec-a19b-7079909da22a,2,cora,True,1.0,sage,mbm,2.0,8,raw,69.09896602658789,1.4329763663220163
10efbc04-4dc2-11ec-b445-7079909da22a,2,cora,True,1.0,sage,mbm,2.0,16,raw,66.26292466765139,2.4004800590841953
1663db54-4da2-11ec-9efa-7079909da22a,2,cora,True,0.5,sage,mbm,0.1,16,raw,43.69276218611521,6.795605612998525
16d911e6-4daa-11ec-98cb-7079909da22a,2,cora,True,1.0,sage,mbm,0.01,4,raw,53.98818316100444,3.442023633677991
197b67a8-4dd4-11ec-a19a-7079909da22a,2,cora,True,1.0,sage,mbm,0.1,16,raw,61.72821270310192,2.024187592319059
1b700d22-4db9-11ec-8340-7079909da22a,2,cora,True,1.0,sage,mbm,2.0,2,raw,55.24372230428361,2.090472673559823
1bcbb904-4dcf-11ec-92d9-7079909da22a,2,cora,True,0.5,sage,mbm,0.01,0,raw,17.68094534711965,1.8172082717872957
1d56461e-4dbf-11ec-990a-7079909da22a,2,cora,True,0.5,sage,mbm,3.0,4,raw,36.82422451994092,4.808530280649922
1dffc0cc-4db5-11ec-9a22-7079909da22a,2,cora,True,2.0,sage,mbm,3.0,0,raw,62.74741506646973,1.8910635155096003
2073edc8-4dca-11ec-b892-7079909da22a,2,cora,True,3.0,sage,mbm,1.0,2,raw,80.94534711964549,0.5688700147710577
274343c8-4da3-11ec-b7d9-7079909da22a,2,cora,True,0.5,sage,mbm,inf,16,raw,48.242245199409155,4.735044313146229
29566dd4-4dc1-11ec-bd31-7079909da22a,2,cora,True,1.0,sage,mbm,3.0,4,raw,64.26883308714919,1.625
2a809ad8-4db0-11ec-93ff-7079909da22a,2,cora,True,2.0,sage,mbm,inf,2,raw,83.69276218611522,0.5616691285081288
2af5af0c-4de8-11ec-903e-7079909da22a,2,cora,True,0.5,sage,mbm,3.0,16,raw,44.04726735598227,6.204948301329395
2bda436e-4dda-11ec-95ba-7079909da22a,2,cora,True,1.0,sage,mbm,1.0,16,raw,66.21861152141801,2.2824963072378175
2d9bfb0e-4dc4-11ec-9657-7079909da22a,2,cora,True,0.5,sage,mbm,3.0,8,raw,42.68833087149187,6.242429837518465
2e8549ba-4dcb-11ec-adbb-7079909da22a,2,cora,True,2.0,sage,mbm,2.0,2,raw,74.711964549483,0.9896602658788751
2f72c448-4da7-11ec-b617-7079909da22a,2,cora,True,2.0,sage,mbm,3.0,4,raw,78.31610044313145,1.0044313146233392
310b2aea-4ddc-11ec-8844-7079909da22a,2,cora,True,2.0,sage,mbm,3.0,8,raw,79.1728212703102,0.7754800590841882
31d459f0-4dd3-11ec-9718-7079909da22a,2,cora,True,inf,sage,mbm,0.1,4,raw,77.10487444608566,1.2854505169867068
33be3450-4dda-11ec-af59-7079909da22a,2,cora,True,1.0,sage,mbm,3.0,2,raw,54.74150664697193,1.920236336779908
34af6544-4da5-11ec-b31d-7079909da22a,2,cora,True,inf,sage,mbm,3.0,4,raw,83.39734121122599,0.3175775480059073
34c4e974-4de5-11ec-8207-7079909da22a,2,cora,True,0.5,sage,mbm,0.1,4,raw,37.296898079763665,4.43186853766618
3721148c-4dcb-11ec-8d7b-7079909da22a,2,cora,True,2.0,sage,mbm,0.1,16,raw,67.4298375184638,1.617614475627775
3954dfb6-4de1-11ec-af14-7079909da22a,2,cora,True,1.0,sage,mbm,0.01,16,raw,50.97488921713442,3.0060930576070852
3c368230-4de5-11ec-9d62-7079909da22a,2,cora,True,inf,sage,mbm,3.0,16,raw,76.97193500738553,1.1602658788774036
3d2c47ba-4dc7-11ec-b728-7079909da22a,2,cora,True,inf,sage,mbm,1.0,4,raw,82.61447562776958,0.1772525849335338
3de6484c-4dfc-11ec-8031-7079909da22a,2,cora,True,1.0,gat,mbm,0.1,4,raw,53.20531757754801,2.3190546528803537
